"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",3346460,"       (2006 SS134)",2460600.5,0.4420,1.171,9.01,256.12,135.92,463,19.53
,,,"Otto Matic",3350634,"       (2006 TA8)",2454024.5,0.6944,2.994,208.04,217.95,354.18,1.89e+03,21.74
,,,"Otto Matic",3351222,"       (2006 UO)",2460600.5,0.6684,2.82,25.60,78.17,271.83,1.73e+03,2.29
,,,"Otto Matic",3351835,"       (2006 UF17)",2460600.5,0.8116,2.477,47.58,235.80,233.56,1.42e+03,3.72
,,,"Otto Matic",3352549,"       (2006 UQ17)",2460600.5,0.3809,1.624,82.09,10.37,218.79,756,1.74
,,,"Otto Matic",3358522,"       (2006 VG13)",2460600.5,0.3035,0.8176,96.44,115.28,294.72,270,5.86
,,,"Otto Matic",3358672,"       (2006 VT13)",2460600.5,0.6249,2.581,321.56,44.05,125.64,1.51e+03,2.11
,,,"Otto Matic",3359270,"       (2006 WT1)",2460600.5,0.6010,2.473,244.84,170.59,218.68,1.42e+03,13.69
,,,"Otto Matic",3359278,"       (2006 WJ3)",2460600.5,0.4240,1.751,232.55,178.55,260.68,847,15.36
,,,"Otto Matic",3365953,"       (2007 AC2)",2460600.5,0.7436,2.418,294.36,91.18,273.06,1.37e+03,9.51
,,,"Otto Matic",3365986,"       (2007 AV2)",2460600.5,0.4741,1.438,285.82,293.44,57.13,630,12.31
,,,"Otto Matic",3366074,"       (2007 AB12)",2460600.5,0.7210,2.299,65.38,283.13,41.74,1.27e+03,7.81
,,,"Otto Matic",3366807,"       (2007 BD7)",2454129.5,0.4979,1.561,343.79,219.70,332.48,713,4.84
,,,"Otto Matic",3367027,"       (2007 BJ29)",2460600.5,0.8256,2.184,241.96,119.61,192.31,1.18e+03,11.09
,,,"Otto Matic",3368861,"       (2007 DY40)",2460600.5,0.5932,1.718,160.14,115.07,255.34,822,5.89
,,,"Otto Matic",3369614,"       (2007 DS84)",2460600.5,0.4457,1.867,30.59,172.92,312.33,932,8.90
,,2.5845,"Otto Matic",3371145,"       (2007 DT103)",2460600.5,0.5748,2.208,136.94,134.27,99.19,1.2e+03,5.45
,,5.62,"Otto Matic",3371146,"       (2007 ED125)",2460600.5,0.5846,1.921,173.27,290.38,234.47,972,3.78
,,,"Otto Matic",3371669,"       (2007 FF1)",2460600.5,0.4825,1.52,21.57,234.58,104.77,685,8.23
,,,"Otto Matic",3372217,"       (2007 FT3)",2454180.5,0.3078,1.13,9.89,277.18,297.96,439,26.87
,,0.0602,"Otto Matic",3373682,"       (2007 GQ3)",2460600.5,0.4504,1.804,34.48,209.68,62.97,885,10.20
,,4.65,"Otto Matic",3373980,"       (2007 HA)",2460600.5,0.4702,0.8926,205.78,133.16,190.15,308,32.99
,,,"Otto Matic",3374669,"       (2007 HE15)",2460600.5,0.5414,2.144,297.58,342.44,182.26,1.15e+03,9.56
,,,"Otto Matic",3376262,"       (2007 JY2)",2460600.5,0.6863,2.199,223.39,107.67,102.00,1.19e+03,1.61
,,,"Otto Matic",3376346,"       (2007 JH22)",2460600.5,0.6094,2.176,150.89,22.88,161.99,1.17e+03,5.58
,,,"Otto Matic",3378131,"       (2007 KG7)",2460600.5,0.8671,1.782,66.04,318.60,84.50,869,4.76
,,,"Otto Matic",3378545,"       (2007 LU19)",2460600.5,0.6156,2.382,63.65,143.36,282.19,1.34e+03,2.60
,,,"Otto Matic",3381347,"       (2007 PR25)",2454328.5,0.8472,1.956,154.97,291.33,342.67,999,3.49
,,,"Otto Matic",3381448,"       (2007 PV27)",2460600.5,0.3708,1.273,324.43,107.66,273.49,525,24.60
,,22.1,"Otto Matic",3381449,"       (2007 PF28)",2460600.5,0.8029,2.136,179.43,261.99,157.93,1.14e+03,5.88
,,,"Otto Matic",3383904,"       (2007 RF2)",2460600.5,0.6640,1.73,11.92,83.65,157.20,831,6.06
,,3.31,"Otto Matic",3384067,"       (2007 RU9)",2460600.5,0.6296,1.919,163.87,286.57,124.98,971,5.66
,,,"Otto Matic",3384068,"       (2007 RV9)",2460600.5,0.5663,1.94,340.35,116.90,73.70,987,6.41
,,,"Otto Matic",3384406,"       (2007 RU17)",2460600.5,0.8300,2.034,16.54,130.83,272.05,1.06e+03,9.21
,,,"Otto Matic",3387132,"       (2007 SR11)",2460600.5,0.6489,2.681,218.42,99.56,325.63,1.6e+03,1.47
,,,"Otto Matic",3387458,"       (2007 TH1)",2460600.5,0.4178,1.362,13.68,282.38,295.34,580,20.11
,,,"Otto Matic",3387793,"       (2007 TS19)",2460600.5,0.5003,1.084,24.14,118.07,324.08,412,15.63
,,,"Otto Matic",3388081,"       (2007 TL23)",2460600.5,0.7367,1.134,136.69,102.02,76.80,441,2.13
,,,"Otto Matic",3388312,"       (2007 TR24)",2460600.5,0.6684,1.875,87.08,37.02,200.34,938,3.57
,,26,"Otto Matic",3388315,"       (2007 TU24)",2460600.5,0.5332,2.044,126.97,334.32,267.73,1.07e+03,5.63
,,5.43,"Otto Matic",3390107,"       (2007 UL12)",2460600.5,0.8044,1.968,66.85,95.89,37.94,1.01e+03,4.19
,,,"Otto Matic",3391853,"       (2007 UR51)",2454410.5,0.6907,1.644,208.59,72.70,30.61,770,7.26
,,,"Otto Matic",3392084,"       (2007 VG)",2460600.5,0.6648,1.958,33.35,261.61,92.66,1e+03,51.15
,,,"Otto Matic",3392310,"       (2007 VN3)",2460600.5,0.5771,2.244,21.90,320.32,28.41,1.23e+03,15.62
,,,"Otto Matic",3392365,"       (2007 VT6)",2460600.5,0.6440,1.95,213.27,294.24,51.79,995,7.40
,,7.418,"Otto Matic",3393169,"       (2007 VD12)",2460600.5,0.3648,1.146,62.68,91.31,227.79,448,22.86
,,,"Otto Matic",3394072,"       (2007 VZ137)",2460600.5,0.5857,1.704,226.35,63.76,265.16,812,5.22
,,42,"Otto Matic",3394543,"       (2007 VM184)",2460600.5,0.5228,1.181,65.71,110.12,0.17,469,23.28
,,,"Otto Matic",3395313,"       (2007 VP243)",2460600.5,0.5815,2.259,13.87,312.21,20.63,1.24e+03,5.64
,,,"Otto Matic",3397494,"       (2007 XN)",2460600.5,0.5698,2.217,256.52,215.42,30.64,1.21e+03,24.74
,,,"Otto Matic",3397572,"       (2007 XY9)",2460600.5,0.6194,2.05,233.94,127.37,285.41,1.07e+03,3.34
,,,"Otto Matic",3397577,"       (2007 XD10)",2460600.5,0.6664,2.152,270.06,80.30,143.11,1.15e+03,18.52
,,,"Otto Matic",3397856,"       (2007 XK11)",2460600.5,0.6212,2.772,167.47,197.11,248.03,1.69e+03,3.44
,,,"Otto Matic",3398140,"       (2007 YB2)",2460600.5,0.6951,3.069,329.99,214.66,24.46,1.96e+03,16.39
,,,"Otto Matic",3398821,"       (2008 AX1)",2460600.5,0.4760,1.547,263.23,126.52,287.98,703,12.91
,,,"Otto Matic",3399581,"       (2008 AZ30)",2460600.5,0.6537,1.333,326.61,25.90,358.11,562,2.34
,,,"Otto Matic",3399918,"       (2008 AH33)",2460600.5,0.5480,2.103,335.81,177.24,172.34,1.11e+03,36.78
,,,"Otto Matic",3399920,"       (2008 AK33)",2460600.5,0.7201,2.218,283.52,88.70,43.48,1.21e+03,34.09
,,,"Otto Matic",3401101,"       (2008 BD15)",2460600.5,0.1399,1.079,130.33,113.63,231.48,409,32.17
,,,"Otto Matic",3401382,"       (2008 CH)",2460600.5,0.6883,2.335,133.31,294.57,260.22,1.3e+03,22.14
,,,"Otto Matic",3401432,"       (2008 CS1)",2460600.5,0.3725,1.23,134.09,95.06,39.76,499,29.85
,,,"Otto Matic",3402131,"       (2008 CC6)",2454510.5,0.7739,1.261,146.95,136.42,319.88,518,9.14
,,,"Otto Matic",3402613,"       (2008 CL116)",2460600.5,0.7431,3.086,126.46,113.25,15.50,1.98e+03,18.75
,,,"Otto Matic",3403506,"       (2008 DJ)",2460600.5,0.6028,1.982,319.02,118.03,5.44,1.02e+03,5.06
,,,"Otto Matic",3404768,"       (2008 EE5)",2460600.5,0.0716,0.9448,321.26,20.04,182.76,335,44.81
,,,"Otto Matic",3405085,"       (2008 EM7)",2460600.5,0.2433,1.238,347.77,42.76,133.08,503,33.13
,,,"Otto Matic",3407608,"       (2008 FW5)",2460600.5,0.5438,2.139,160.61,0.09,113.85,1.14e+03,13.47
,,,"Otto Matic",3407680,"       (2008 FW6)",2460600.5,0.6385,2.261,79.93,34.86,321.44,1.24e+03,6.48
,,,"Otto Matic",3409624,"       (2008 HH)",2460600.5,0.3554,1.366,196.65,116.03,62.39,583,16.32
,,,"Otto Matic",3409961,"       (2008 HB38)",2460600.5,0.4927,1.854,102.70,209.49,152.63,922,1.02
,,,"Otto Matic",3410172,"       (2008 JW2)",2460600.5,0.6395,2.431,35.36,142.45,126.02,1.38e+03,8.90
,,0.038,"Otto Matic",3412755,"       (2008 KV2)",2460600.5,0.4121,0.8502,66.77,347.86,179.38,286,5.04
,,,"Otto Matic",3412894,"       (2008 KE6)",2460600.5,0.5210,1.69,113.71,224.29,137.59,802,3.43
,,,"Otto Matic",3414251,"       (2008 LW16)",2460600.5,0.1035,1.066,97.97,347.93,133.19,402,29.69
,,,"Otto Matic",3414394,"       (2008 MP1)",2454650.5,0.5650,1.89,105.51,243.36,339.97,949,3.78
,,,"Otto Matic",3418109,"       (2008 NO3)",2460600.5,0.6715,2.822,33.82,210.27,177.71,1.73e+03,10.29
,,,"Otto Matic",3418111,"       (2008 NQ3)",2454669.5,0.5817,2.451,109.39,155.30,9.77,1.4e+03,27.17
,,,"Otto Matic",3419891,"       (2008 OO)",2460600.5,0.7021,2.104,305.90,253.74,136.05,1.11e+03,5.48
,,,"Otto Matic",3422140,"       (2008 OS7)",2460600.5,0.6467,1.91,136.81,73.37,79.28,964,7.04
,,,"Otto Matic",3423022,"       (2008 ON13)",2460600.5,0.8118,2.224,141.38,49.45,354.07,1.21e+03,5.66
,,,"Otto Matic",3423024,"       (2008 PF1)",2460600.5,0.4946,1.36,129.56,284.23,35.64,579,2.76
,,,"Otto Matic",3423200,"       (2008 PK3)",2460600.5,0.5978,1.888,122.39,109.48,109.15,948,17.10
,,,"Otto Matic",3423762,"       (2008 PJ9)",2460600.5,0.6610,2.549,115.30,135.06,6.09,1.49e+03,4.77
0.453,0.094,46.65,"Otto Matic",3426408,"       (2008 QS11)",2460600.5,0.4828,1.861,11.50,30.74,104.66,927,12.49
,,,"Otto Matic",3426636,"       (2008 RV)",2460600.5,0.5637,2.269,119.91,192.35,263.67,1.25e+03,2.28
,,,"Otto Matic",3427741,"       (2008 RM98)",2460600.5,0.6441,2.551,284.68,166.99,304.12,1.49e+03,1.90
,,,"Otto Matic",3427441,"       (2008 SC)",2454730.5,0.7018,1.091,6.87,122.53,313.48,416,16.81
,,22.15,"Otto Matic",3427522,"       (2008 SR1)",2460600.5,0.6508,2.371,177.91,116.87,153.25,1.33e+03,16.89
,,32.4,"Otto Matic",3427794,"       (2008 SV11)",2460600.5,0.7263,2.608,14.79,103.80,252.62,1.54e+03,8.34
,,,"Otto Matic",3427985,"       (2008 SH82)",2460600.5,0.5957,2.435,268.58,158.16,57.68,1.39e+03,4.63
,,,"Otto Matic",3427986,"       (2008 SJ82)",2460600.5,0.5776,2.379,135.14,218.39,139.19,1.34e+03,9.69
,,,"Otto Matic",3428344,"       (2008 SY148)",2454741.5,0.1932,1.25,187.29,164.32,13.42,510,28.76
,,,"Otto Matic",3429819,"       (2008 TD2)",2460600.5,0.3343,1.53,15.99,315.98,194.38,691,4.02
,,,"Otto Matic",3432688,"       (2008 UU1)",2460600.5,0.7507,1.607,157.14,119.02,327.57,744,12.09
,,3.251,"Otto Matic",3433365,"       (2008 UE7)",2460600.5,0.4481,1.649,81.14,48.79,157.67,773,3.95
,,,"Otto Matic",3434369,"       (2008 UW91)",2460600.5,0.5715,1.147,247.96,282.91,285.12,449,7.32
,,,"Otto Matic",3438960,"       (2008 VL14)",2454790.5,0.8182,2.214,40.02,243.80,24.21,1.2e+03,1.95
,,,"Otto Matic",3440392,"       (2008 WK61)",2460600.5,0.4198,1.66,253.38,212.62,139.15,781,17.16
,,,"Otto Matic",3440771,"       (2008 WZ94)",2460600.5,0.7740,1.522,248.65,321.25,118.97,686,6.55
,,,"Otto Matic",3441089,"       (2008 XN)",2460600.5,0.5882,2.167,97.86,63.52,326.00,1.17e+03,5.31
,,,"Otto Matic",3441093,"       (2008 XB1)",2460600.5,0.3727,1.332,270.33,84.10,149.38,562,12.68
,,,"Otto Matic",3441126,"       (2008 XA2)",2460600.5,0.6130,2.384,39.67,334.51,125.19,1.34e+03,2.93
,,,"Otto Matic",3441149,"       (2008 XQ2)",2460600.5,0.5529,2.202,34.54,355.10,326.85,1.19e+03,14.52
,,,"Otto Matic",3441171,"       (2008 XW2)",2460600.5,0.4438,1.065,71.76,259.88,212.61,401,26.46
,,,"Otto Matic",3441820,"       (2008 YF)",2460600.5,0.4382,1.628,86.93,321.17,238.87,759,21.98
,,,"Otto Matic",3442841,"       (2008 YS27)",2460600.5,0.3174,1.468,91.05,13.22,320.28,650,4.88
,,,"Otto Matic",3442846,"       (2008 YE29)",2460600.5,0.6282,2.78,135.57,7.68,118.99,1.69e+03,6.26
,,,"Otto Matic",3443811,"       (2009 AL)",2460600.5,0.6547,2.512,221.23,317.03,344.56,1.45e+03,4.07
,,,"Otto Matic",3444273,"       (2009 AC16)",2454849.5,0.5415,1.535,106.87,99.72,327.38,695,18.51
,,,"Otto Matic",3444275,"       (2009 AE16)",2460600.5,0.7367,1.789,309.79,280.47,188.12,874,46.14
,,,"Otto Matic",3445070,"       (2009 BE58)",2460600.5,0.5597,0.9371,149.54,120.90,42.88,331,1.87
,,,"Otto Matic",3445537,"       (2009 BD81)",2454870.5,0.6394,2.593,344.38,190.54,352.58,1.52e+03,12.46
,,,"Otto Matic",3445538,"       (2009 BE81)",2460600.5,0.3495,1.523,118.00,333.49,144.31,686,18.80
,,,"Otto Matic",3445602,"       (2009 CS)",2460600.5,0.5954,2.007,250.01,170.89,208.15,1.04e+03,3.21
,,,"Otto Matic",3445668,"       (2009 CC3)",2460600.5,0.5347,2.207,194.75,15.83,272.23,1.2e+03,11.31
,,,"Otto Matic",3447934,"       (2009 DR3)",2460600.5,0.5596,1.978,344.51,237.73,208.93,1.02e+03,4.07
,,,"Otto Matic",3448068,"       (2009 DS10)",2460600.5,0.5866,2.207,313.06,123.41,294.18,1.2e+03,7.51
,,,"Otto Matic",3448961,"       (2009 DZ42)",2460600.5,0.5828,2.447,295.11,183.43,36.70,1.4e+03,13.10
,,,"Otto Matic",3448993,"       (2009 DM45)",2460600.5,0.3673,1.172,336.32,90.89,164.27,464,26.69
,,42.26,"Otto Matic",3449054,"       (2009 DL46)",2460600.5,0.3073,1.461,63.37,160.39,281.84,645,7.92
,,,"Otto Matic",3449591,"       (2009 EP2)",2460600.5,0.3562,0.927,175.16,129.83,75.50,326,27.70
,,,"Otto Matic",3451789,"       (2009 FE)",2460600.5,0.6137,2.529,39.65,201.23,297.08,1.47e+03,1.90
,,,"Otto Matic",3451790,"       (2009 FF)",2460600.5,0.4684,1.474,265.80,11.12,205.93,653,0.98
,,,"Otto Matic",3454731,"       (2009 FU4)",2460600.5,0.6159,2.382,42.10,233.13,52.77,1.34e+03,12.91
0.129,0.421,,"Otto Matic",3454735,"       (2009 FY4)",2460600.5,0.3275,1.013,162.61,244.68,208.16,372,20.98
,,,"Otto Matic",3455137,"       (2009 FU23)",2460600.5,0.2822,0.8372,57.74,315.29,280.80,280,13.90
,,,"Otto Matic",3457438,"       (2009 HV2)",2460600.5,0.4991,1.642,37.97,261.05,95.74,768,6.73
,,,"Otto Matic",3457840,"       (2009 HA21)",2460600.5,0.7292,1.461,205.40,219.91,339.66,645,6.41
,,,"Otto Matic",3457843,"       (2009 HD21)",2460600.5,0.6883,2.769,179.16,134.29,103.38,1.68e+03,18.65
,,,"Otto Matic",3458941,"       (2009 HV58)",2460600.5,0.5841,1.984,69.70,50.91,229.01,1.02e+03,46.97
,,,"Otto Matic",3459429,"       (2009 JR)",2460600.5,0.4896,1.73,225.36,295.22,305.79,831,8.41
,,,"Otto Matic",3461188,"       (2009 KD3)",2454977.5,0.6760,2.17,39.30,116.23,17.88,1.17e+03,7.93
,,,"Otto Matic",3461189,"       (2009 KE3)",2460600.5,0.7026,2.67,13.77,319.93,181.22,1.59e+03,5.86
,,,"Otto Matic",3462015,"       (2009 KK8)",2460600.5,0.5942,2.403,120.48,194.14,37.79,1.36e+03,2.27
,,,"Otto Matic",3463079,"       (2009 LQ)",2460600.5,0.5904,1.536,114.48,244.15,348.82,696,5.34
,,,"Otto Matic",3463175,"       (2009 LW2)",2460600.5,0.2594,1.206,101.10,41.09,321.64,484,33.15
,,,"Otto Matic",3464007,"       (2009 OF)",2460600.5,0.5990,2.352,126.86,218.07,67.33,1.32e+03,9.37
,,,"Otto Matic",3466069,"       (2009 QJ9)",2460600.5,0.6207,2.717,157.78,202.23,125.68,1.64e+03,19.27
,,,"Otto Matic",3467085,"       (2009 RV1)",2460600.5,0.6376,2.698,2.00,56.46,134.80,1.62e+03,1.89
,,,"Otto Matic",3467148,"       (2009 RZ3)",2460600.5,0.6747,2.211,344.68,114.19,181.78,1.2e+03,52.65
,,,"Otto Matic",3467177,"       (2009 SB)",2460600.5,0.8007,2.213,215.07,271.80,182.91,1.2e+03,5.45
,,,"Otto Matic",3467187,"       (2009 SN)",2455092.5,0.3219,1.428,344.66,37.75,345.72,623,26.47
,,,"Otto Matic",3467355,"       (2009 SW17)",2460600.5,0.5982,2.013,42.44,42.18,77.09,1.04e+03,8.40
,,,"Otto Matic",3467394,"       (2009 SG18)",2460600.5,0.6738,3.04,177.39,204.62,294.71,1.94e+03,57.84
,,4.167,"Otto Matic",3471590,"       (2009 TK12)",2460600.5,0.5844,1.695,245.51,245.54,249.39,806,3.84
,,,"Otto Matic",3471663,"       (2009 UQ)",2460600.5,0.5346,1.785,8.68,306.05,124.58,871,14.50
,,,"Otto Matic",3472299,"       (2009 UY17)",2460600.5,0.3163,0.8186,202.07,30.57,220.50,270,42.06
,,,"Otto Matic",3475236,"       (2009 VW)",2460600.5,0.5626,1.44,54.39,256.11,266.25,631,7.16
,,,"Otto Matic",3475238,"       (2009 VZ)",2460600.5,0.3253,1.413,233.65,221.51,300.40,613,12.31
,,,"Otto Matic",3476134,"       (2009 VA26)",2460600.5,0.3833,1.513,230.70,307.46,283.21,680,38.96
,,,"Otto Matic",3476771,"       (2009 VQ44)",2455155.5,0.7265,1.345,46.78,237.92,35.91,569,29.80
,,,"Otto Matic",3477574,"       (2009 WJ1)",2460600.5,0.6784,2.455,276.55,195.14,296.40,1.4e+03,0.62
,,,"Otto Matic",3483055,"       (2009 XV)",2460600.5,0.6874,2.568,44.51,327.15,229.50,1.5e+03,3.34
,,,"Otto Matic",3483513,"       (2009 XT6)",2460600.5,0.7676,2.18,264.90,82.03,235.93,1.18e+03,5.74
,,2.6,"Otto Matic",3485260,"       (2010 AF30)",2460600.5,0.3719,1.325,62.39,162.90,171.05,557,3.06
,,,"Otto Matic",54180389,"       (2010 BV132)",2460600.5,0.1798,1.228,255.00,186.54,339.73,497,17.28
0.340,0.185,,"Otto Matic",3508127,"       (2010 CN44)",2460600.5,0.6712,2.866,188.75,303.96,13.91,1.77e+03,3.86
0.149,0.176,,"Otto Matic",3508146,"       (2010 DO)",2460600.5,0.7458,1.612,154.43,116.82,31.90,748,11.94
,,,"Otto Matic",3511311,"       (2010 DG77)",2455246.5,0.6501,2.742,290.02,196.11,5.05,1.66e+03,16.73
0.277,,,"Otto Matic",3511355,"       (2010 DJ77)",2460600.5,0.2107,0.9547,286.71,103.75,7.58,341,24.74
,,,"Otto Matic",3511892,"       (2010 EF44)",2460600.5,0.8884,2.187,173.69,235.12,199.15,1.18e+03,38.01
,,,"Otto Matic",3511894,"       (2010 EK44)",2460600.5,0.7722,2.837,180.67,107.70,359.20,1.75e+03,11.26
0.285,0.204,,"Otto Matic",3512281,"       (2010 FQ)",2460600.5,0.3563,1.527,140.43,359.52,276.34,689,10.56
0.095,0.407,,"Otto Matic",3513382,"       (2010 FF10)",2460600.5,0.6317,2.38,166.09,105.33,328.95,1.34e+03,5.08
0.402,0.021,0.3263,"Otto Matic",3514551,"       (2010 FC81)",2460600.5,0.6231,2.677,144.30,63.64,110.54,1.6e+03,1.68
0.203,0.107,,"Otto Matic",3515065,"       (2010 GS7)",2460600.5,0.6591,2.694,190.83,57.05,89.07,1.61e+03,9.12
0.510,0.025,4.326,"Otto Matic",3515377,"       (2010 GU21)",2460600.5,0.5633,2.183,57.17,201.20,167.50,1.18e+03,3.18
,,,"Otto Matic",3518309,"       (2010 HY22)",2460600.5,0.7242,3.655,19.19,343.29,73.66,2.55e+03,44.15
0.192,0.209,,"Otto Matic",3519490,"       (2010 JG)",2460600.5,0.3196,1.19,49.72,292.02,325.61,474,23.31
0.208,0.148,,"Otto Matic",3520202,"       (2010 JK33)",2460600.5,0.6101,2.232,28.54,289.86,94.39,1.22e+03,4.04
0.226,0.165,2.7824,"Otto Matic",3520666,"       (2010 JV34)",2460600.5,0.5441,1.723,225.32,87.03,111.43,826,7.21
,,,"Otto Matic",3520759,"       (2010 JJ41)",2460600.5,0.6686,1.069,50.65,28.89,94.16,403,3.21
0.214,0.106,,"Otto Matic",3521439,"       (2010 JN71)",2460600.5,0.5903,2.381,62.41,185.59,325.80,1.34e+03,17.74
,,2,"Otto Matic",3522155,"       (2010 JE88)",2460600.5,0.7640,2.109,224.59,260.23,271.36,1.12e+03,10.73
,,,"Otto Matic",3523945,"       (2010 KQ10)",2460600.5,0.6620,2.384,243.85,287.77,352.73,1.34e+03,6.70
,,,"Otto Matic",3523946,"       (2010 KR10)",2460600.5,0.5863,2.168,94.46,233.01,165.18,1.17e+03,1.05
0.213,0.118,,"Otto Matic",54114211,"       (2010 KD149)",2460600.5,0.2118,0.8889,324.42,131.04,204.95,306,14.23
0.108,0.271,,"Otto Matic",3529053,"       (2010 LK34)",2460600.5,0.8073,1.829,130.07,249.31,264.88,904,5.32
0.877,0.021,,"Otto Matic",3529599,"       (2010 LZ63)",2460600.5,0.7610,1.89,307.00,79.56,163.69,949,13.87
0.599,0.028,,"Otto Matic",3536555,"       (2010 MU112)",2460600.5,0.5400,1.756,261.10,119.22,25.21,850,48.04
,,,"Otto Matic",54205433,"       (2010 MD127)",2460600.5,0.5998,1.768,19.91,112.79,66.20,859,19.70
,,,"Otto Matic",54148940,"       (2010 NT81)",2460600.5,0.2778,1.33,329.89,5.07,77.67,560,10.47
0.238,0.225,,"Otto Matic",3541751,"       (2010 ON101)",2460600.5,0.4095,1.629,251.57,8.14,317.67,759,9.31
0.143,0.138,,"Otto Matic",3542519,"       (2010 PK9)",2460600.5,0.6758,0.6821,306.51,195.64,214.52,206,12.59
,,,"Otto Matic",3547804,"       (2010 RA147)",2460600.5,0.6542,2.161,8.22,116.76,121.05,1.16e+03,5.82
,,4.6,"Otto Matic",3552292,"       (2010 RF181)",2460600.5,0.5453,2.21,51.07,2.45,84.92,1.2e+03,6.22
,,,"Otto Matic",3548660,"       (2010 TP54)",2460600.5,0.5958,2.392,351.53,67.21,273.24,1.35e+03,3.47
,,,"Otto Matic",3549033,"       (2010 TP55)",2460600.5,0.6694,2.349,232.77,69.59,344.96,1.31e+03,3.33
,,,"Otto Matic",3549036,"       (2010 TS149)",2460600.5,0.3900,1.498,128.11,13.33,144.64,669,3.43
0.603,0.025,,"Otto Matic",3549391,"       (2010 TU149)",2460600.5,0.8247,2.213,58.89,92.65,84.04,1.2e+03,1.96
,,8.38,"Otto Matic",3549694,"       (2010 TX168)",2460600.5,0.5235,1.483,32.92,101.55,224.79,660,26.02
0.712,0.030,,"Otto Matic",3550042,"       (2010 UY6)",2460600.5,0.6166,2.649,9.03,20.39,84.93,1.57e+03,19.88
,,,"Otto Matic",3550057,"       (2010 UG7)",2460600.5,0.7733,2.238,25.84,102.05,48.62,1.22e+03,15.99
,,,"Otto Matic",3550082,"       (2010 UQ7)",2460600.5,0.6783,2.454,236.83,76.59,243.70,1.4e+03,4.51
,,,"Otto Matic",3550084,"       (2010 US7)",2460600.5,0.6383,1.962,240.87,247.92,9.28,1e+03,55.19
,,,"Otto Matic",3550127,"       (2010 UK8)",2460600.5,0.6971,2.19,11.60,135.41,87.78,1.18e+03,1.86
0.380,0.194,,"Otto Matic",3550233,"       (2010 VZ)",2460600.5,0.5922,2.447,181.93,215.64,227.50,1.4e+03,8.46
0.152,0.189,,"Otto Matic",3550464,"       (2010 VT11)",2460600.5,0.6110,1.754,249.36,65.76,22.08,849,2.48
0.124,0.290,,"Otto Matic",3551067,"       (2010 VD72)",2460600.5,0.1812,0.9184,224.07,310.25,188.13,321,19.19
,,,"Otto Matic",3552655,"       (2010 WV8)",2460600.5,0.6720,2.126,55.12,288.13,188.43,1.13e+03,8.44
,,,"Otto Matic",3552661,"       (2010 WZ8)",2460600.5,0.5035,1.973,284.22,200.48,346.56,1.01e+03,3.70
,,2.673,Giorgini,3553169,"       (2010 XC15)",2460600.5,0.4199,0.7324,94.40,158.11,186.57,229,8.24
,,,"Otto Matic",3553279,"       (2010 XB24)",2460600.5,0.4392,1.286,263.28,285.91,117.93,533,5.53
,,,"Otto Matic",3553283,"       (2010 XC25)",2460600.5,0.5279,1.743,303.85,237.34,334.71,841,2.97
,,,"Otto Matic",3553704,"       (2010 XA68)",2460600.5,0.3013,1.157,74.32,107.46,329.14,455,59.28
0.273,0.065,,"Otto Matic",3553986,"       (2010 XP69)",2460600.5,0.3427,1.523,199.85,197.32,147.85,687,14.59
,,,"Otto Matic",3553994,"       (2010 YB)",2460600.5,0.4945,1.822,314.46,94.54,237.61,899,3.60
0.511,0.043,,"Otto Matic",3555162,"       (2011 AM24)",2460600.5,0.1489,1.177,127.13,215.29,36.53,466,9.14
,,,"Otto Matic",3555165,"       (2011 AT26)",2460600.5,0.6971,2.373,243.23,125.07,296.09,1.34e+03,1.75
,,,"Otto Matic",3555653,"       (2011 BX10)",2460600.5,0.6455,2.812,79.08,348.67,326.43,1.72e+03,9.77
,,,"Otto Matic",3555763,"       (2011 BY18)",2460600.5,0.7834,2.263,135.19,240.14,22.22,1.24e+03,3.65
,,,"Otto Matic",3558389,"       (2011 BE38)",2460600.5,0.7110,2.63,321.35,302.65,52.36,1.56e+03,8.16
,,,"Otto Matic",3556126,"       (2011 BM45)",2460600.5,0.8033,1.921,302.18,63.29,81.25,972,5.32
,,,"Otto Matic",3557481,"       (2011 BO59)",2460600.5,0.4649,1.829,343.52,221.38,164.94,904,4.75
,,,"Otto Matic",3557636,"       (2011 BT59)",2460600.5,0.9450,2.493,36.24,305.92,192.77,1.44e+03,3.67
,,10.813,"Otto Matic",3556208,"       (2011 CG2)",2460600.5,0.1584,1.177,293.17,283.95,195.94,467,2.76
,,3.93,"Otto Matic",3556968,"       (2011 CT4)",2460600.5,0.7186,1.726,304.76,69.68,56.10,828,2.65
,,,"Otto Matic",3557196,"       (2011 CC22)",2460600.5,0.1153,1.123,130.31,171.25,26.36,434,34.82
,,,"Otto Matic",3557485,"       (2011 CX46)",2460600.5,0.5493,1.473,150.82,105.77,181.94,653,7.77
,,5.567,"Otto Matic",3557486,"       (2011 CY46)",2460600.5,0.6117,2.149,11.09,221.16,100.22,1.15e+03,11.56
,,,"Otto Matic",3557843,"       (2011 DV)",2460600.5,0.0499,0.9569,35.12,350.55,341.50,342,10.59
,,,"Otto Matic",3557957,"       (2011 DS9)",2460600.5,0.6427,2.622,93.35,146.25,59.49,1.55e+03,3.70
,,,"Otto Matic",3558375,"       (2011 EL11)",2460600.5,0.6903,1.996,313.72,82.24,341.06,1.03e+03,3.91
