"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",20612342,"612342 (2002 FC)",2460600.5,0.6660,2.822,50.10,195.23,249.51,1.73e+03,6.76
,,25.381,"Otto Matic",20612348,"612348 (2002 GZ8)",2460600.5,0.6402,2.821,309.75,161.48,287.59,1.73e+03,5.32
,,,"Otto Matic",20612356,"612356 (2002 JX8)",2460600.5,0.3057,0.7699,68.52,338.12,244.41,247,4.31
,,,"Otto Matic",20612358,"612358 (2002 JE9)",2460600.5,0.4165,1.066,199.83,255.90,201.66,402,8.77
,,,"Otto Matic",20612380,"612380 (2002 PF43)",2460600.5,0.3662,1.644,142.74,191.63,185.67,770,13.86
,,8,"Otto Matic",20612509,"612509 (2002 UK11)",2460600.5,0.5753,1.324,69.18,84.54,107.30,556,5.37
,,,"Otto Matic",20612522,"612522 (2002 VP69)",2460600.5,0.5270,2.019,306.83,189.04,202.97,1.05e+03,10.12
,,,"Otto Matic",20612536,"612536 (2003 AA3)",2460600.5,0.2893,1.421,106.38,347.03,311.80,619,13.78
,,,"Otto Matic",20612780,"612780 (2004 MD)",2460600.5,0.5365,1.917,85.39,124.28,255.42,970,9.77
,,,"Otto Matic",20612786,"612786 (2004 PJ2)",2460600.5,0.3421,1.418,317.10,281.78,23.99,617,2.58
,,,"Otto Matic",20612813,"612813 (2004 RF84)",2460600.5,0.6038,2.164,344.52,122.61,71.76,1.16e+03,23.29
,,,"Otto Matic",20612856,"612856 (2004 TP1)",2460600.5,0.3892,1.291,30.02,87.86,182.75,536,7.49
,,100,"Otto Matic",20612901,"612901 (2004 XP14)",2460600.5,0.1586,1.052,281.01,273.74,54.12,394,32.95
,,,"Otto Matic",20612924,"612924 (2005 CL)",2460600.5,0.7547,1.986,318.37,298.57,338.02,1.02e+03,4.45
,,,"Otto Matic",20612989,"612989 (2005 LW39)",2460600.5,0.7156,1.988,251.45,275.19,341.28,1.02e+03,28.47
,,,"Otto Matic",20613286,"613286 (2005 YQ96)",2460600.5,0.3336,0.7434,282.66,340.14,314.69,234,22.23
,,11.83,"Otto Matic",20613403,"613403 (2006 GB)",2460600.5,0.1795,0.9585,183.68,242.92,8.63,343,10.07
,,,"Otto Matic",20613450,"613450 (2006 PY17)",2460600.5,0.6404,1.895,309.91,133.19,303.70,953,2.85
,,,"Otto Matic",20613569,"613569 (2006 TU7)",2460600.5,0.4703,0.8513,91.35,69.22,242.73,287,2.95
,,,"Otto Matic",20613714,"613714 (2007 DL41)",2460600.5,0.4765,1.457,150.72,140.23,286.02,642,4.67
0.260,0.072,,"Otto Matic",20613726,"613726 (2007 EF)",2460600.5,0.4101,0.8203,158.34,226.04,348.52,271,21.73
,,,"Otto Matic",20613986,"613986 (2008 JG)",2460600.5,0.2959,1.051,128.74,242.35,324.38,394,7.92
,,,"Otto Matic",20614134,"614134 (2008 TC4)",2460600.5,0.5544,0.7804,212.54,324.35,320.86,252,10.65
,,,"Otto Matic",20614433,"614433 (2009 KK)",2460600.5,0.4552,1.502,68.12,247.34,95.41,673,18.21
,,,"Otto Matic",20614470,"614470 Flordeneu (2009 ST19)",2460600.5,0.5949,2.361,0.13,336.93,59.52,1.32e+03,6.73
,,,"Otto Matic",20618350,"618350 (2021 PS2)",2460600.5,0.4735,1.554,163.29,79.01,257.34,708,7.92
,,,"Otto Matic",20619106,"619106 (2005 SQ)",2460600.5,0.5748,1.654,317.11,294.98,28.92,777,1.20
,,,"Otto Matic",20619920,"619920 (2006 KY86)",2460600.5,0.6486,2.294,222.29,321.65,114.32,1.27e+03,7.47
,,45.1,"Otto Matic",20620055,"620055 (2003 BK47)",2460600.5,0.7062,2.749,138.78,235.34,318.54,1.66e+03,20.66
,,,"Otto Matic",20620056,"620056 (2004 UR1)",2460600.5,0.6164,2.175,250.92,73.45,99.22,1.17e+03,4.08
,,,"Otto Matic",20620063,"620063 (2009 DH39)",2460600.5,0.6001,1.849,155.39,68.25,58.35,918,53.69
,,5.665,"Otto Matic",20620066,"620066 (2010 SC41)",2460600.5,0.6068,1.866,235.53,267.58,142.47,931,0.25
,,2.9656,"Otto Matic",20620071,"620071 (2011 WN15)",2460600.5,0.8580,1.217,75.55,218.57,249.46,490,33.43
,,,"Otto Matic",20620082,"620082 (2014 QL433)",2460600.5,0.7170,2.092,322.63,260.62,158.82,1.1e+03,4.43
,,,"Otto Matic",20620084,"620084 (2014 WD201)",2460600.5,0.5026,2.095,105.68,199.82,158.22,1.11e+03,8.47
,,,"Otto Matic",20620085,"620085 (2014 WG365)",2460600.5,0.3333,1.296,71.31,111.13,155.10,539,25.12
,,,"Otto Matic",20620092,"620092 (2015 HB10)",2460600.5,0.5716,1.853,6.12,79.69,346.91,922,5.70
1.374,0.031,,"Otto Matic",20620094,"620094 (2016 AJ193)",2460600.5,0.8163,3.261,331.16,82.14,185.53,2.15e+03,22.57
,,,"Otto Matic",20620095,"620095 (2016 CB194)",2460600.5,0.6322,2.512,48.47,325.74,119.35,1.45e+03,9.88
,,2.93,"Otto Matic",20620096,"620096 Curupira (2016 HL)",2460600.5,0.6157,1.813,232.69,252.07,195.15,892,5.15
,,,"Otto Matic",20620099,"620099 (2016 OP5)",2460600.5,0.4523,1.616,79.52,291.04,338.29,750,8.24
,,2.68,"Otto Matic",20620100,"620100 (2016 WJ1)",2460600.5,0.5031,1.34,81.99,87.77,345.15,566,2.89
,,,"Otto Matic",20620103,"620103 (2018 LC3)",2460600.5,0.5479,1.346,111.17,76.26,55.37,570,44.36
,,40.9,"Otto Matic",20620107,"620107 (2020 XK7)",2460600.5,0.5593,2.012,197.59,26.95,81.97,1.04e+03,8.08
,,,"Otto Matic",20621890,"621890 (2011 PO1)",2460600.5,0.6346,2.515,210.64,166.79,98.78,1.46e+03,5.74
,,,"Otto Matic",20627157,"627157 (2008 OX1)",2460600.5,0.2776,1.206,304.82,281.35,138.09,484,29.74
,,,"Otto Matic",20657084,"657084 (2016 GT220)",2460600.5,0.3799,1.608,3.09,27.02,244.19,745,23.65
,,,"Otto Matic",20660096,"660096 (1998 SL36)",2460600.5,0.4181,1.391,353.08,116.80,253.30,599,19.06
,,,"Otto Matic",20666729,"666729 (2010 TV149)",2460600.5,0.5188,1.699,78.58,42.90,76.23,809,9.79
,,,"Otto Matic",20667255,"667255 (2011 EG17)",2460600.5,0.4188,1.38,170.10,241.55,210.56,592,20.11
,,,"Otto Matic",20668949,"668949 (2012 PP28)",2460600.5,0.6067,1.989,254.05,133.68,100.32,1.02e+03,5.67
,,,"Otto Matic",20669051,"669051 (2012 SD22)",2460600.5,0.5727,1.964,140.22,313.83,105.48,1.01e+03,7.91
,,,"Otto Matic",20669555,"669555 (2012 YQ1)",2460600.5,0.5627,1.998,120.01,42.26,50.22,1.03e+03,5.15
,,4.5286,"Otto Matic",20671294,"671294 (2014 JO25)",2460600.5,0.8867,2.066,30.28,49.91,201.55,1.08e+03,25.16
,,,"Otto Matic",20671970,"671970 (2014 QO296)",2460600.5,0.4701,1.835,193.51,30.72,59.12,908,10.94
,,17.751,"Otto Matic",20672457,"672457 (2014 UR116)",2460600.5,0.7278,2.07,5.81,286.96,142.70,1.09e+03,6.57
,,,"Otto Matic",20672745,"672745 (2014 WV363)",2460600.5,0.5158,1.846,77.95,210.03,18.13,916,5.53
,,,"Otto Matic",20673011,"673011 (2015 AR45)",2460600.5,0.7013,1.385,114.35,239.63,38.07,596,9.23
,,,"Otto Matic",20673713,"673713 (2015 FQ117)",2460600.5,0.6205,0.8606,293.85,63.12,178.08,292,4.55
,,10.672,"Otto Matic",20674590,"674590 (2015 RH2)",2460600.5,0.2666,1.218,332.38,115.37,210.05,491,5.36
,,6.9182,"Otto Matic",20675603,"675603 (2015 XE352)",2460600.5,0.3891,1.335,45.18,225.54,45.42,564,2.05
,,,"Otto Matic",20678413,"678413 (2017 SV20)",2460600.5,0.3054,1.303,110.86,119.66,52.25,543,22.73
,,,"Otto Matic",20678715,"678715 (2017 VV14)",2460600.5,0.8450,2.24,77.93,234.76,48.24,1.22e+03,15.89
,,0.9476,"Otto Matic",20678927,"678927 (2018 BP)",2460600.5,0.3977,1.557,183.28,216.51,197.14,709,3.33
,,,"Otto Matic",20678976,"678976 (2018 EH4)",2460600.5,0.6126,2.06,2.83,75.23,104.41,1.08e+03,6.19
,,,"Otto Matic",20679440,"679440 (2019 GT2)",2460600.5,0.5108,1.84,88.38,343.89,158.02,911,6.74
,,,"Otto Matic",20679655,"679655 (2020 BS12)",2460600.5,0.7457,1.49,311.97,90.29,241.41,664,4.63
,,,"Otto Matic",20679656,"679656 (2020 BP13)",2460600.5,0.3525,1.568,208.99,357.32,93.49,717,8.14
,,,"Otto Matic",20679786,"679786 (2020 QG3)",2460600.5,0.5654,2.089,186.56,229.76,113.31,1.1e+03,7.43
,,,"Otto Matic",20679814,"679814 (2020 TH5)",2460600.5,0.3985,1.425,175.77,326.46,54.43,621,4.60
,,,"Otto Matic",20679885,"679885 (2021 NQ5)",2460600.5,0.4937,1.611,115.35,299.07,166.37,747,1.42
,,,"Otto Matic",20686964,"686964 (2011 GM44)",2460600.5,0.5191,0.7817,10.82,37.53,308.26,252,49.33
,,,"Otto Matic",20696513,"696513 (2016 NL56)",2460600.5,0.5450,1.407,340.90,87.43,270.79,609,4.60
,,2.91,"Otto Matic",20712200,"712200 (2014 SM143)",2460600.5,0.4226,1.206,28.81,89.64,153.82,484,24.21
,,,"Otto Matic",20719194,"719194 (2018 PL23)",2460600.5,0.7870,1.567,178.29,293.68,341.87,717,14.35
,,,"Otto Matic",3012393,"       (1979 XB)",2444221.5,0.7084,2.228,86.06,75.58,346.32,1.21e+03,24.73
,,,"Otto Matic",3002856,"       (1991 GO)",2460600.5,0.6541,1.926,23.96,89.75,214.92,976,9.55
,,30,"Otto Matic",3012398,"       (1994 CJ1)",2460600.5,0.3255,1.491,172.01,65.37,255.84,665,2.31
,,,"Otto Matic",3012399,"       (1994 EK)",2460600.5,0.6386,2.151,332.83,99.44,279.51,1.15e+03,6.04
,,,"Otto Matic",3005942,"       (1994 NE)",2449540.5,0.6064,2.047,104.99,246.12,344.65,1.07e+03,27.59
,,2.66,"Otto Matic",3005973,"       (1995 CR)",2460600.5,0.8683,0.9069,342.43,322.73,72.26,315,4.07
,,5.227,"Otto Matic",3009026,"       (1996 JA1)",2460600.5,0.7002,2.569,55.80,248.53,319.15,1.5e+03,21.60
,,,"Otto Matic",3010077,"       (1997 GD32)",2460600.5,0.5991,2.103,55.31,226.57,348.48,1.11e+03,5.26
,,,"Otto Matic",3010679,"       (1997 QK1)",2460600.5,0.6465,2.783,306.76,3.00,297.65,1.7e+03,2.89
,,,"Otto Matic",3092166,"       (1997 VG6)",2450764.5,0.5615,1.602,51.99,250.51,41.44,741,18.43
,,14.6,"Otto Matic",3007574,"       (1997 WQ23)",2460600.5,0.4947,1.737,55.82,296.63,295.07,837,2.45
,,1.3,"Otto Matic",3011167,"       (1998 BY7)",2460600.5,0.6088,2.02,121.88,90.63,80.60,1.05e+03,3.28
,,,"Otto Matic",3013039,"       (1998 HT31)",2450936.5,0.6928,2.511,213.90,80.42,348.07,1.45e+03,6.79
,,,"Otto Matic",3013045,"       (1998 HH49)",2460600.5,0.5037,1.558,23.45,288.25,209.79,710,8.43
,,,"Otto Matic",3013662,"       (1998 QK28)",2460600.5,0.5785,2.335,174.51,204.82,105.15,1.3e+03,7.87
,,,"Otto Matic",3013664,"       (1998 QA62)",2460600.5,0.7415,2.042,180.79,273.95,327.30,1.07e+03,24.84
0.383,0.058,,"Otto Matic",3014109,"       (1998 SH2)",2460600.5,0.7138,2.743,6.37,268.43,299.81,1.66e+03,2.40
,,,"Otto Matic",3014110,"       (1998 SU4)",2460600.5,0.5806,1.148,350.58,241.85,125.22,449,23.15
,,,"Otto Matic",3014112,"       (1998 SY14)",2460600.5,0.6697,2.837,39.66,22.51,151.06,1.75e+03,3.47
,,,"Otto Matic",3014683,"       (1998 US18)",2460600.5,0.6766,2.606,207.23,115.47,74.48,1.54e+03,9.66
0.150,0.151,0.313,Giorgini,3015695,"       (1998 WB2)",2460600.5,0.5864,1.973,52.14,78.82,99.01,1.01e+03,2.37
,,,"Otto Matic",3016524,"       (1998 XD12)",2451166.5,0.6239,1.399,259.98,69.28,38.75,604,13.53
,,,"Otto Matic",3092217,"       (1999 FR19)",2451262.5,0.4766,1.544,0.75,106.73,28.35,701,20.81
,,,"Otto Matic",3019083,"       (1999 GL4)",2460600.5,0.6025,2.12,178.39,293.88,124.00,1.13e+03,7.26
,,,"Otto Matic",3020976,"       (1999 JZ10)",2460600.5,0.4731,1.306,54.49,80.02,53.13,545,25.92
,,,"Otto Matic",3019647,"       (1999 LX1)",2451340.5,0.7268,1.165,251.99,133.36,321.11,459,19.81
,,,"Otto Matic",3022970,"       (1999 SG10)",2460600.5,0.6133,1.454,13.39,103.41,67.68,640,23.56
,,,"Otto Matic",3022972,"       (1999 TO13)",2451466.5,0.4359,1.583,15.14,302.23,25.96,728,20.25
,,235.,"Otto Matic",3022974,"       (1999 TT16)",2460600.5,0.6631,2.157,327.12,149.64,283.62,1.16e+03,1.99
,,,"Otto Matic",3022975,"       (1999 UR)",2460600.5,0.5040,1.899,50.65,18.23,187.49,956,3.59
,,,"Otto Matic",3024715,"       (1999 XS35)",2460600.5,0.9478,17.8,48.71,333.33,119.57,2.74e+04,19.67
0.811,0.020,,"Otto Matic",3024714,"       (1999 XK136)",2460600.5,0.7029,2.384,63.10,303.18,286.92,1.34e+03,2.67
,,,"Otto Matic",3025760,"       (1999 YD)",2460600.5,0.5934,2.464,9.38,61.82,156.09,1.41e+03,1.38
0.316,0.026,,"Otto Matic",3025766,"       (2000 AA6)",2460600.5,0.5193,1.286,279.69,287.78,308.55,533,2.03
,,,"Otto Matic",3028805,"       (2000 CM33)",2460600.5,0.2721,1.323,132.82,50.29,58.94,556,11.55
,,,"Otto Matic",3028806,"       (2000 CO33)",2451582.5,0.5647,2.334,319.73,178.83,0.68,1.3e+03,18.21
,,10.,"Otto Matic",3028810,"       (2000 CP101)",2460600.5,0.6196,1.775,160.21,247.94,182.57,864,10.44
,,,"Otto Matic",3031172,"       (2000 DN1)",2460600.5,0.6807,2.843,41.17,148.11,3.66,1.75e+03,8.04
,,,"Otto Matic",3031184,"       (2000 EU70)",2460600.5,0.7674,2.216,165.29,254.14,183.40,1.2e+03,13.02
,,,"Otto Matic",3035245,"       (2000 JF5)",2451668.5,0.5551,2.048,58.12,216.90,347.01,1.07e+03,13.71
,,11.46,"Otto Matic",3035252,"       (2000 KA)",2460600.5,0.4618,1.332,62.44,83.30,353.86,561,6.73
,,1,"Otto Matic",3038472,"       (2000 LF3)",2460600.5,0.6543,2.594,81.89,224.27,295.28,1.53e+03,14.60
,,,"Otto Matic",3046120,"       (2000 PY5)",2460600.5,0.6029,2.313,147.26,94.83,329.82,1.28e+03,3.79
,,,"Otto Matic",3046122,"       (2000 PP9)",2460600.5,0.5504,2.33,171.69,159.60,289.05,1.3e+03,5.59
,,,"Otto Matic",3046124,"       (2000 QS7)",2460600.5,0.6670,2.672,153.42,218.92,174.24,1.59e+03,3.20
,,,"Otto Matic",3046125,"       (2000 QV7)",2460600.5,0.5230,1.409,154.73,79.61,197.43,611,9.12
,,,"Otto Matic",3066079,"       (2000 SL10)",2460600.5,0.3386,1.372,208.70,78.60,28.59,587,1.46
,,128.5,"Otto Matic",3050517,"       (2000 TU28)",2460600.5,0.1828,1.073,202.98,280.95,138.77,406,15.60
,,,"Otto Matic",3054375,"       (2000 UQ30)",2460600.5,0.4550,1.747,60.17,37.89,116.93,843,4.26
,,,"Otto Matic",3063058,"       (2000 WC1)",2460600.5,0.2625,0.8793,50.79,230.08,108.47,301,17.41
,,0.02221,"Otto Matic",3092276,"       (2000 WH10)",2451869.5,0.6616,2.523,50.35,63.26,350.12,1.46e+03,13.27
,,,"Otto Matic",3065184,"       (2000 YG29)",2460600.5,0.6836,3.218,92.17,359.11,70.23,2.11e+03,18.86
,,,"Otto Matic",3092289,"       (2001 CA21)",2451943.5,0.7752,1.663,46.65,218.63,336.27,783,4.96
,,,"Otto Matic",3070541,"       (2001 EC)",2460600.5,0.7656,2.598,315.79,116.01,254.81,1.53e+03,0.61
,,,"Otto Matic",3071766,"       (2001 FA58)",2460600.5,0.7197,2.256,155.82,114.53,322.34,1.24e+03,8.22
,,,"Otto Matic",3071767,"       (2001 FC58)",2460600.5,0.3434,1.021,174.60,261.24,26.81,377,6.77
,,,"Otto Matic",3071769,"       (2001 FB90)",2460600.5,0.7665,2.408,264.36,16.28,104.65,1.36e+03,1.84
,,,"Otto Matic",3074752,"       (2001 GR2)",2460600.5,0.6215,1.863,190.21,99.36,67.27,929,11.83
,,,"Otto Matic",3074753,"       (2001 GT2)",2460600.5,0.6295,2.404,145.99,359.52,126.06,1.36e+03,3.73
,,,"Otto Matic",3076784,"       (2001 HL31)",2452031.5,0.7785,2.434,38.36,286.86,345.73,1.39e+03,12.86
,,29,"Otto Matic",3076812,"       (2001 JV1)",2460600.5,0.4357,1.705,92.21,201.06,165.46,813,6.62
,,,"Otto Matic",3076814,"       (2001 KF54)",2460600.5,0.6503,2.338,172.48,170.88,163.87,1.31e+03,1.63
,,,"Otto Matic",3078262,"       (2001 LD)",2460600.5,0.3756,1.421,79.22,114.35,317.12,619,30.16
,,0.06248,"Otto Matic",3082923,"       (2001 SQ3)",2460600.5,0.2546,1.11,356.15,268.28,328.50,427,23.90
,,,"Otto Matic",3082930,"       (2001 SY269)",2460600.5,0.5973,1.68,232.11,223.87,186.80,795,1.86
,,,"Otto Matic",3082929,"       (2001 SZ269)",2460600.5,0.6627,2.364,98.93,191.14,140.20,1.33e+03,2.45
,,,"Otto Matic",3092374,"       (2001 TA2)",2460600.5,0.6475,1.771,50.36,227.38,304.00,861,3.26
,,,"Otto Matic",3092385,"       (2001 TC45)",2460600.5,0.6428,2.217,35.16,67.06,326.38,1.21e+03,15.48
,,,"Otto Matic",3092419,"       (2001 VB)",2452220.5,0.9002,2.392,306.04,224.38,349.84,1.35e+03,9.53
,,7.583,"Otto Matic",3092474,"       (2001 VC2)",2460600.5,0.1321,1.041,67.04,103.87,99.95,388,12.51
,,,"Otto Matic",3092480,"       (2001 VJ5)",2460600.5,0.5614,1.933,44.68,67.64,175.70,981,6.06
,,8,"Otto Matic",3092515,"       (2001 WH1)",2452245.5,0.8000,2.461,68.43,107.20,346.03,1.41e+03,15.57
,,,"Otto Matic",3102669,"       (2001 XQ)",2460600.5,0.7212,3.632,250.67,189.82,108.04,2.53e+03,28.60
,,,"Otto Matic",3102683,"       (2001 XX4)",2460600.5,0.5568,1.006,127.07,186.82,286.12,369,0.85
,,,"Otto Matic",3102694,"       (2001 XP31)",2460600.5,0.3853,1.146,241.23,81.73,289.23,448,6.13
,,,"Otto Matic",3102713,"       (2001 YP3)",2460600.5,0.6225,2.493,101.93,36.27,272.01,1.44e+03,7.93
,,,"Otto Matic",3102717,"       (2001 YV3)",2460600.5,0.7187,1.946,107.21,244.43,166.11,991,5.20
,,2.5,"Otto Matic",3102719,"       (2001 YB5)",2460600.5,0.8642,2.34,108.26,115.45,115.99,1.31e+03,5.55
,,,"Otto Matic",3102724,"       (2002 AV)",2460600.5,0.6573,2.471,123.61,286.05,326.96,1.42e+03,2.85
,,,Giorgini,3102728,"       (2002 AY1)",2460600.5,0.4372,0.7792,287.84,323.81,295.89,251,29.90
,,,"Otto Matic",3102729,"       (2002 AZ1)",2460600.5,0.6668,2.118,113.59,97.16,112.48,1.13e+03,8.14
,,,"Otto Matic",3102742,"       (2002 AS4)",2460600.5,0.7936,1.236,285.38,42.67,242.58,502,26.30
,,,"Otto Matic",3102743,"       (2002 AT4)",2460600.5,0.4467,1.867,323.38,203.15,313.29,932,1.50
,,,"Otto Matic",3102752,"       (2002 AC9)",2460600.5,0.5605,1.703,2.43,28.62,114.42,812,2.28
0.84,0.023,2.7,"Otto Matic",3102786,"       (2002 BM26)",2460600.5,0.4446,1.832,319.59,180.54,50.50,906,16.22
,,,"Otto Matic",3114014,"       (2002 CY9)",2460600.5,0.5074,1.647,305.28,117.37,291.21,772,41.96
,,,"Otto Matic",3114075,"       (2002 DO3)",2460600.5,0.4991,1.86,56.10,165.76,309.96,927,3.80
,,,"Otto Matic",3117434,"       (2002 EU11)",2452351.5,0.6885,2.397,346.34,274.44,345.60,1.36e+03,2.94
,,,"Otto Matic",3117435,"       (2002 EV11)",2460600.5,0.8897,2.1,183.61,218.09,176.25,1.11e+03,11.60
,,,"Otto Matic",3117459,"       (2002 FQ5)",2460600.5,0.5887,1.916,196.10,80.88,155.12,969,7.55
,,,"Otto Matic",3120885,"       (2002 GM5)",2452378.5,0.6954,2.123,14.01,274.02,343.47,1.13e+03,7.30
,,,"Otto Matic",3120892,"       (2002 GJ8)",2460600.5,0.6818,3.231,144.78,174.52,65.70,2.12e+03,30.15
,,,"Otto Matic",3120904,"       (2002 HP11)",2460600.5,0.7645,2.069,9.02,90.59,223.22,1.09e+03,5.13
,,,"Otto Matic",3124998,"       (2002 JZ8)",2460600.5,0.6300,2.775,196.36,343.78,339.48,1.69e+03,11.36
,,,"Otto Matic",3125005,"       (2002 JQ9)",2460600.5,0.3944,1.157,51.87,76.10,70.26,454,25.00
,,,"Otto Matic",3127232,"       (2002 KG4)",2460600.5,0.6604,2.939,64.40,149.94,169.27,1.84e+03,27.63
,,,"Otto Matic",3127385,"       (2002 KK8)",2460600.5,0.4662,1.953,76.96,174.13,67.75,997,24.54
,,,"Otto Matic",3127390,"       (2002 LX)",2460600.5,0.6689,2.517,197.44,345.45,235.68,1.46e+03,3.24
,,,"Otto Matic",3709286,"       (2002 LX64)",2460600.5,0.5706,1.357,285.51,230.99,90.16,577,4.85
,,,"Otto Matic",3127412,"       (2002 MX)",2452447.5,0.7964,2.508,284.30,237.58,13.75,1.45e+03,1.96
,,,"Otto Matic",3130460,"       (2002 MR3)",2460600.5,0.6175,1.499,110.22,67.39,86.15,670,9.72
,,,"Otto Matic",3130462,"       (2002 MT3)",2460600.5,0.6713,2.873,167.26,27.62,273.61,1.78e+03,6.27
,,19.98,"Otto Matic",3131063,"       (2002 NY40)",2460600.5,0.7082,2.05,145.28,269.90,182.97,1.07e+03,5.89
,,,"Otto Matic",3132128,"       (2002 PR1)",2460600.5,0.5876,2.494,148.27,208.42,216.22,1.44e+03,6.58
,,,"Otto Matic",3133153,"       (2002 PE130)",2460600.5,0.6250,2.551,357.21,33.98,139.58,1.49e+03,15.55
,,,"Otto Matic",3134259,"       (2002 QQ40)",2460600.5,0.5640,1.215,104.06,356.52,134.02,489,1.72
,,,"Otto Matic",3134277,"       (2002 QW47)",2460600.5,0.5187,1.971,116.24,140.89,22.89,1.01e+03,4.22
,,,"Otto Matic",3137721,"       (2002 SQ41)",2460600.5,0.7988,2.614,21.56,96.03,70.14,1.54e+03,25.11
,,16.94,"Otto Matic",3137854,"       (2002 TP69)",2460600.5,0.4699,1.947,94.43,317.03,26.70,993,1.97
,,,"Otto Matic",3137865,"       (2002 TB70)",2460600.5,0.1317,1.133,195.02,350.89,287.99,440,16.66
,,,"Otto Matic",3143081,"       (2002 VR85)",2460600.5,0.6039,1.814,204.44,299.31,318.24,892,6.03
,,,"Otto Matic",3144150,"       (2002 XO14)",2460600.5,0.6474,2.784,295.31,184.89,244.06,1.7e+03,2.62
,,,"Otto Matic",3145512,"       (2003 AY2)",2460600.5,0.5633,1.824,274.87,286.10,279.51,900,10.33
,,,"Otto Matic",3145520,"       (2003 AC23)",2460600.5,0.5818,2.171,43.75,126.42,276.48,1.17e+03,2.06
,,19.89,Giorgini,3146499,"       (2003 AF23)",2460600.5,0.4258,0.8745,286.75,43.95,316.06,299,23.23
,,,"Otto Matic",3147323,"       (2003 BB21)",2460600.5,0.5540,2.229,344.12,212.78,169.33,1.22e+03,4.77
,,,"Otto Matic",3147555,"       (2003 BR47)",2460600.5,0.5003,1.628,314.41,112.71,181.94,759,4.42
,,,"Otto Matic",3147581,"       (2003 CG11)",2460600.5,0.7347,2.592,130.43,107.16,57.94,1.52e+03,21.28
,,7.079,"Otto Matic",3150771,"       (2003 EG16)",2460600.5,0.6897,2.391,151.22,110.67,280.48,1.35e+03,20.40
,,,"Otto Matic",3152314,"       (2003 GG21)",2460600.5,0.7120,2.139,11.07,97.34,328.73,1.14e+03,10.16
,,,"Otto Matic",3152317,"       (2003 GQ22)",2460600.5,0.1819,0.8719,199.49,168.78,341.24,297,17.02
,,,"Otto Matic",3152318,"       (2003 GR22)",2460600.5,0.6084,1.545,23.42,276.83,46.73,702,6.17
,,,"Otto Matic",3152323,"       (2003 GP51)",2452751.5,0.6022,2.152,141.89,357.51,17.68,1.15e+03,2.86
,,,"Otto Matic",3153509,"       (2003 HM)",2460600.5,0.2699,0.8135,30.45,19.33,251.87,268,26.27
,,,"Otto Matic",3157020,"       (2003 MU)",2460600.5,0.4947,2.054,143.61,175.67,69.31,1.08e+03,5.90
,,7,"Otto Matic",3157022,"       (2003 MS2)",2460600.5,0.1263,1.042,100.82,254.51,307.12,389,20.03
,,,"Otto Matic",3157028,"       (2003 MK4)",2460600.5,0.1813,1.081,282.58,109.71,258.47,410,22.32
,,2.3642,"Otto Matic",3157483,"       (2003 OC3)",2460600.5,0.5974,2.25,172.34,23.01,124.74,1.23e+03,13.13
,,,"Otto Matic",3159886,"       (2003 RS1)",2460600.5,0.6415,2.775,172.35,164.15,187.31,1.69e+03,2.66
,,,"Otto Matic",3159889,"       (2003 RB5)",2452889.5,0.4716,1.884,341.93,27.59,352.17,945,44.62
,,,"Otto Matic",3160737,"       (2003 SK84)",2460600.5,0.7426,2.537,344.08,118.30,64.70,1.48e+03,8.95
,,,"Otto Matic",3160741,"       (2003 SS84)",2460600.5,0.5718,1.931,198.16,234.92,285.68,980,5.49
,,,"Otto Matic",3160850,"       (2003 TK2)",2460600.5,0.6470,2.348,0.98,321.01,320.26,1.31e+03,4.29
,,,"Otto Matic",3163738,"       (2003 TO9)",2460600.5,0.6043,2.428,197.97,225.09,190.16,1.38e+03,3.11
,,,"Otto Matic",3163739,"       (2003 TR9)",2460600.5,0.7017,1.642,198.35,71.05,25.46,768,13.47
,,,"Otto Matic",3163745,"       (2003 UB5)",2460600.5,0.6041,2.602,82.83,353.82,336.92,1.53e+03,10.63
,,,"Otto Matic",3163748,"       (2003 UX5)",2460600.5,0.3409,1.441,50.50,50.37,12.27,632,21.45
,,,"Otto Matic",3165472,"       (2003 VE1)",2460600.5,0.4949,1.942,29.53,323.32,285.12,989,16.33
,,,"Otto Matic",3167340,"       (2003 WG)",2460600.5,0.7840,2.437,46.63,262.00,189.78,1.39e+03,27.14
,,,"Otto Matic",3167345,"       (2003 WP21)",2460600.5,0.7809,2.27,37.13,124.65,32.46,1.25e+03,4.31
,,,"Otto Matic",3169265,"       (2003 WC158)",2460600.5,0.6279,2.639,251.04,144.53,320.38,1.57e+03,9.02
,,,"Otto Matic",3169271,"       (2003 WH166)",2460600.5,0.5575,1.936,185.68,329.40,242.10,984,0.70
,,,"Otto Matic",3170212,"       (2003 YP1)",2460600.5,0.6424,2.654,276.66,131.48,306.59,1.58e+03,7.49
,,,"Otto Matic",3170204,"       (2003 YS17)",2460600.5,0.3129,0.9299,98.91,134.66,320.47,328,6.53
,,,"Otto Matic",3170218,"       (2003 YD45)",2460600.5,0.6930,2.494,252.16,105.04,120.74,1.44e+03,8.43
,,,"Otto Matic",3170231,"       (2003 YL118)",2460600.5,0.4864,1.131,278.68,65.73,165.63,439,7.61
,,,"Otto Matic",3170209,"       (2003 YH136)",2460600.5,0.8980,2.493,304.93,305.78,98.85,1.44e+03,16.39
