"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",54395028,"       (2023 UG)",2460600.5,0.1484,0.9704,355.10,249.22,142.74,349,2.83
,,,"Otto Matic",54395029,"       (2023 UH)",2460600.5,0.1431,1.039,25.95,86.89,267.72,387,19.89
,,,"Otto Matic",54395027,"       (2023 UJ)",2460600.5,0.2189,0.9129,337.37,265.41,173.71,319,1.99
,,,"Otto Matic",54395030,"       (2023 UK)",2460233.5,0.4360,1.077,222.59,46.64,62.86,408,0.70
,,,"Otto Matic",54395031,"       (2023 UL)",2460600.5,0.5435,2.125,10.44,340.91,124.65,1.13e+03,0.58
,,,"Otto Matic",54395877,"       (2023 UM)",2460600.5,0.6496,2.13,263.82,208.03,93.24,1.14e+03,3.49
,,,Giorgini,54395878,"       (2023 UN)",2460600.5,0.5623,2.101,206.58,218.58,107.80,1.11e+03,8.73
,,,"Otto Matic",54395880,"       (2023 UO)",2460600.5,0.4125,1.661,235.11,201.28,145.97,782,4.05
,,,"Otto Matic",54395881,"       (2023 UP)",2460600.5,0.6419,2.312,25.48,56.35,91.20,1.28e+03,1.74
,,,"Otto Matic",54395883,"       (2023 UQ)",2460235.5,0.2698,1.643,24.03,349.14,4.20,769,36.04
,,,"Otto Matic",54395885,"       (2023 UR)",2460600.5,0.5387,2.016,73.78,268.77,137.71,1.05e+03,2.75
,,,"Otto Matic",54395890,"       (2023 US)",2460234.5,0.4771,1.938,27.75,346.94,2.84,986,10.52
,,,"Otto Matic",54395892,"       (2023 UT)",2460600.5,0.4003,1.769,44.60,350.23,147.17,860,12.77
,,,"Otto Matic",54395893,"       (2023 UU)",2460600.5,0.4284,1.868,68.14,302.63,147.64,932,7.33
,,,"Otto Matic",54395895,"       (2023 UV)",2460234.5,0.9240,2.407,34.32,209.41,12.40,1.36e+03,17.22
,,,"Otto Matic",54395896,"       (2023 UW)",2460600.5,0.1793,0.904,24.30,138.41,295.37,314,8.38
,,,"Otto Matic",54395897,"       (2023 UX)",2460233.5,0.5398,2.463,62.00,303.68,3.92,1.41e+03,5.45
,,,"Otto Matic",54395898,"       (2023 UY)",2460600.5,0.2507,0.9375,16.30,246.05,130.88,332,0.46
,,,"Otto Matic",54395899,"       (2023 UZ)",2460600.5,0.5462,1.765,20.31,71.85,133.23,857,2.48
,,,"Otto Matic",54395900,"       (2023 UA1)",2460234.5,0.5093,2.19,41.29,315.74,7.64,1.18e+03,7.40
,,,"Otto Matic",54395902,"       (2023 UG1)",2460600.5,0.1291,1.143,22.49,24.39,276.42,446,4.18
,,,"Otto Matic",54395901,"       (2023 UH1)",2460600.5,0.1990,0.8511,26.56,179.17,276.69,287,7.35
,,,"Otto Matic",54395903,"       (2023 UJ1)",2460234.5,0.3431,1.564,203.93,189.41,355.13,714,25.56
,,,"Otto Matic",54395907,"       (2023 UK1)",2460235.5,0.5658,2.311,28.57,278.35,17.44,1.28e+03,4.42
,,,"Otto Matic",54395909,"       (2023 UL1)",2460234.5,0.3279,1.506,203.04,135.12,21.46,675,29.85
,,,"Otto Matic",54395908,"       (2023 UM1)",2460234.5,0.1614,1.199,27.62,308.55,34.62,480,28.98
,,,"Otto Matic",54395910,"       (2023 UN1)",2460600.5,0.3392,1.28,20.89,119.79,157.43,529,27.91
,,,"Otto Matic",54396392,"       (2023 UO1)",2460600.5,0.2526,1.642,37.06,273.85,230.68,769,32.68
,,,"Otto Matic",54396393,"       (2023 UQ1)",2460234.5,0.3899,1.543,27.55,313.08,18.77,700,6.68
,,,"Otto Matic",54396394,"       (2023 UR1)",2460600.5,0.6141,2.569,36.77,356.91,85.39,1.5e+03,1.78
,,,"Otto Matic",54396395,"       (2023 US1)",2460234.5,0.3725,1.692,47.13,288.22,20.88,804,10.21
,,,"Otto Matic",54396396,"       (2023 UT1)",2460234.5,0.5994,2.622,12.31,343.62,5.38,1.55e+03,2.33
,,,"Otto Matic",54396397,"       (2023 UU1)",2460600.5,0.5371,2.081,207.87,149.99,126.73,1.1e+03,2.61
,,,"Otto Matic",54396398,"       (2023 UV1)",2460600.5,0.2729,0.9659,206.26,293.32,294.61,347,11.15
,,,"Otto Matic",54396399,"       (2023 UW1)",2460600.5,0.2058,1.258,205.87,189.20,247.61,516,12.48
,,,"Otto Matic",54396400,"       (2023 UX1)",2460235.5,0.5594,1.506,203.58,90.86,29.07,675,23.24
,,,"Otto Matic",54396401,"       (2023 UY1)",2460235.5,0.1651,1.224,23.59,349.40,8.11,495,10.77
,,,"Otto Matic",54396402,"       (2023 UZ1)",2460235.5,0.8145,0.9648,205.22,31.47,56.60,346,18.86
,,,"Otto Matic",54396405,"       (2023 UA2)",2460235.5,0.4657,1.743,19.59,56.62,341.27,840,6.11
,,,"Otto Matic",54396406,"       (2023 UB2)",2460235.5,0.3079,1.49,20.39,309.06,29.93,664,14.17
,,,"Otto Matic",54396408,"       (2023 UC2)",2460235.5,0.6581,2.35,293.45,23.05,12.83,1.32e+03,1.08
,,,"Otto Matic",54396410,"       (2023 UH2)",2460600.5,0.5854,2.474,328.35,97.25,82.94,1.42e+03,1.79
,,,"Otto Matic",54397126,"       (2023 UJ2)",2460600.5,0.1599,0.8739,231.27,312.55,287.04,298,4.01
,,,"Otto Matic",54397127,"       (2023 UK2)",2460600.5,0.5734,2.544,217.88,193.90,79.73,1.48e+03,20.58
,,,"Otto Matic",54397128,"       (2023 UL2)",2460236.5,0.3885,1.681,28.78,351.77,1.96,796,26.95
,,,"Otto Matic",54397129,"       (2023 UM2)",2460234.5,0.3481,1.485,19.84,50.68,336.68,661,18.02
,,,"Otto Matic",54397130,"       (2023 UN2)",2460236.5,0.5225,2.2,234.23,124.96,7.50,1.19e+03,1.97
,,,"Otto Matic",54397131,"       (2023 UO2)",2460236.5,0.5866,2.851,215.41,176.26,359.48,1.76e+03,8.49
,,,"Otto Matic",54397132,"       (2023 UP2)",2460600.5,0.2895,1.1,209.26,265.32,253.58,421,7.29
,,,"Otto Matic",54397133,"       (2023 UQ2)",2460235.5,0.1039,1.099,21.74,228.48,125.80,421,27.75
,,,"Otto Matic",54397136,"       (2023 UR2)",2460600.5,0.3715,1.505,206.72,139.35,211.87,674,6.13
,,,"Otto Matic",54397135,"       (2023 US2)",2460600.5,0.2807,0.8431,22.95,210.72,235.23,283,20.12
,,,"Otto Matic",54397137,"       (2023 UT2)",2460600.5,0.3681,1.291,24.11,280.27,284.66,535,21.55
,,,"Otto Matic",54397139,"       (2023 UW2)",2460600.5,0.4748,1.741,203.88,265.36,125.67,839,6.86
,,,"Otto Matic",54397140,"       (2023 UX2)",2460600.5,0.6710,2.097,24.24,76.48,103.76,1.11e+03,10.88
,,,"Otto Matic",54397141,"       (2023 UY2)",2460600.5,0.5318,2.713,214.92,189.32,77.91,1.63e+03,15.91
,,,"Otto Matic",54397142,"       (2023 UZ2)",2460600.5,0.0986,1.012,217.83,59.34,89.38,372,4.09
,,,"Otto Matic",54397143,"       (2023 UA3)",2460236.5,0.7429,2.383,241.00,171.65,352.23,1.34e+03,29.82
,,,"Otto Matic",54397144,"       (2023 UB3)",2460235.5,0.4656,2.168,16.71,338.52,10.30,1.17e+03,7.71
,,,"Otto Matic",54397145,"       (2023 UC3)",2460600.5,0.3977,1.802,48.57,33.03,127.69,884,34.89
,,,"Otto Matic",54397146,"       (2023 UD3)",2460600.5,0.4388,2.229,36.95,336.12,108.03,1.22e+03,30.16
,,,"Otto Matic",54397147,"       (2023 UE3)",2460600.5,0.3211,1.469,211.81,185.86,195.23,650,2.62
,,,"Otto Matic",54397148,"       (2023 UF3)",2460600.5,0.2452,1.301,205.44,151.16,258.41,542,9.75
,,,"Otto Matic",54397150,"       (2023 UG3)",2460600.5,0.2353,1.317,207.46,175.38,238.60,552,21.42
,,,"Otto Matic",54397149,"       (2023 UH3)",2460234.5,0.2476,1.439,21.70,333.14,17.55,631,29.28
,,,"Otto Matic",54397151,"       (2023 UJ3)",2460600.5,0.2509,1.386,29.42,9.12,211.99,596,5.78
,,,"Otto Matic",54397152,"       (2023 UK3)",2460600.5,0.4240,1.586,211.17,223.03,160.04,730,3.00
,,,"Otto Matic",54397153,"       (2023 UL3)",2460600.5,0.6130,2.304,21.41,318.69,111.75,1.28e+03,8.02
,,,"Otto Matic",54397154,"       (2023 UM3)",2460237.5,0.4835,1.282,220.78,66.12,44.25,530,4.15
,,,"Otto Matic",54397156,"       (2023 UN3)",2460236.5,0.7156,1.091,240.47,281.16,305.01,416,4.68
,,,"Otto Matic",54397157,"       (2023 UO3)",2460600.5,0.2796,0.8855,211.76,307.89,324.40,304,8.78
,,,"Otto Matic",54397454,"       (2023 UQ3)",2460234.5,0.2707,1.337,236.46,81.53,40.26,564,4.02
,,,"Otto Matic",54397455,"       (2023 UR3)",2460600.5,0.1780,0.9652,25.50,245.72,113.29,346,12.67
,,,"Otto Matic",54397456,"       (2023 US3)",2460600.5,0.3122,1.652,37.97,329.94,179.14,776,17.07
,,,"Otto Matic",54397457,"       (2023 UT3)",2460237.5,0.6018,2.043,83.00,229.86,19.96,1.07e+03,9.43
,,,"Otto Matic",54397458,"       (2023 UU3)",2460600.5,0.5713,1.807,301.63,352.19,182.85,887,12.95
,,,"Otto Matic",54397460,"       (2023 UY3)",2460600.5,0.1506,1.032,30.49,93.36,259.07,383,4.16
,,,"Otto Matic",54397461,"       (2023 UZ3)",2460238.5,0.5204,1.503,223.23,254.57,326.92,673,1.79
,,,"Otto Matic",54397464,"       (2023 UA4)",2460236.5,0.6197,2.4,213.58,122.81,10.48,1.36e+03,5.10
,,,"Otto Matic",54397462,"       (2023 UB4)",2460241.5,0.3879,1.381,209.22,107.01,34.45,593,30.96
,,,"Otto Matic",54397459,"       (2023 UC4)",2460235.5,0.3643,1.173,206.33,68.46,68.08,464,14.16
,,,"Otto Matic",54397465,"       (2023 UD4)",2460600.5,0.2957,1.418,21.93,7.00,210.24,617,1.17
,,,"Otto Matic",54397463,"       (2023 UE4)",2460600.5,0.2972,1.018,169.65,14.19,223.77,375,11.58
,,,"Otto Matic",54397466,"       (2023 UF4)",2460600.5,0.6078,3.016,88.35,324.17,63.71,1.91e+03,14.37
,,,"Otto Matic",54397467,"       (2023 UG4)",2460600.5,0.1516,0.9408,89.10,74.12,268.40,333,0.53
,,,"Otto Matic",54397468,"       (2023 UH4)",2460237.5,0.4125,1.732,210.88,145.02,12.03,833,14.63
,,,"Otto Matic",54397469,"       (2023 UJ4)",2460600.5,0.6070,2.939,229.66,189.31,63.54,1.84e+03,14.29
,,,"Otto Matic",54397470,"       (2023 UK4)",2460237.5,0.4991,1.772,24.62,60.03,341.07,862,6.05
,,,"Otto Matic",54397471,"       (2023 UL4)",2460600.5,0.4879,1.242,16.66,132.51,198.45,505,7.06
,,,"Otto Matic",54397472,"       (2023 UM4)",2460237.5,0.4896,1.835,210.00,213.11,348.63,908,6.44
,,,"Otto Matic",54397474,"       (2023 UQ4)",2460600.5,0.4146,1.644,52.60,28.36,147.16,770,7.36
,,,"Otto Matic",54397475,"       (2023 UR4)",2460600.5,0.4410,2.234,36.05,343.37,113.41,1.22e+03,9.37
,,,"Otto Matic",54397476,"       (2023 UU4)",2460238.5,0.5587,1.51,180.93,294.60,331.63,678,1.27
,,,"Otto Matic",54397477,"       (2023 UV4)",2460600.5,0.5744,2.468,207.04,186.77,90.00,1.42e+03,5.81
,,,"Otto Matic",54397478,"       (2023 UW4)",2460600.5,0.3338,1.075,22.91,265.87,20.00,407,4.24
,,,"Otto Matic",54398121,"       (2023 UD5)",2460600.5,0.1221,1.46,244.58,147.43,209.73,644,21.05
,,,"Otto Matic",54398122,"       (2023 UF5)",2460600.5,0.1558,1.373,222.39,165.32,225.04,588,14.80
,,,"Otto Matic",54398123,"       (2023 UG5)",2460600.5,0.5397,2.631,243.69,136.45,86.45,1.56e+03,11.25
,,,"Otto Matic",54398124,"       (2023 UH5)",2460600.5,0.5946,2.498,30.80,3.65,88.68,1.44e+03,12.24
,,,"Otto Matic",54398125,"       (2023 UJ5)",2460600.5,0.5412,2.542,27.72,313.15,104.75,1.48e+03,2.68
,,,"Otto Matic",54398126,"       (2023 UK5)",2460600.5,0.6776,2.381,114.21,196.93,114.57,1.34e+03,13.20
,,,"Otto Matic",54398127,"       (2023 US5)",2460237.5,0.5032,2.119,22.99,357.45,1.75,1.13e+03,5.23
,,,"Otto Matic",54398128,"       (2023 UE6)",2460239.5,0.5684,2.337,22.23,7.83,359.57,1.31e+03,2.48
,,,"Otto Matic",54398129,"       (2023 UF6)",2460600.5,0.3520,1.247,209.32,258.43,212.81,509,23.34
,,,"Otto Matic",54398131,"       (2023 UG6)",2460600.5,0.5310,2.471,223.65,205.53,79.95,1.42e+03,24.83
,,,"Otto Matic",54398130,"       (2023 UH6)",2460600.5,0.6548,3.133,11.16,72.03,58.93,2.03e+03,17.87
,,,"Otto Matic",54398133,"       (2023 UJ6)",2460238.5,0.6871,2.164,210.40,93.94,15.69,1.16e+03,7.13
,,,"Otto Matic",54398134,"       (2023 UK6)",2460243.5,0.3425,1.651,220.56,155.24,7.93,775,11.48
,,,"Otto Matic",54398527,"       (2023 UP6)",2460239.5,0.5279,1.146,219.45,57.77,49.36,448,2.45
,,,"Otto Matic",54398529,"       (2023 UQ6)",2460239.5,0.3966,1.559,209.12,135.21,18.72,711,29.59
,,,"Otto Matic",54398528,"       (2023 UR6)",2460239.5,0.5968,1.447,215.51,272.42,328.90,636,5.13
,,,"Otto Matic",54398530,"       (2023 US6)",2460239.5,0.5988,1.925,21.09,298.36,16.97,976,2.15
,,,"Otto Matic",54398531,"       (2023 UT6)",2460238.5,0.1742,1.26,209.87,132.61,33.11,516,27.02
,,,"Otto Matic",54398533,"       (2023 UU6)",2460240.5,0.0919,1.129,209.36,194.26,347.74,438,21.67
,,,"Otto Matic",54398532,"       (2023 UV6)",2460600.5,0.2229,1.169,207.53,249.99,234.89,462,8.90
,,,"Otto Matic",54399079,"       (2023 UG7)",2460600.5,0.2221,1.356,36.54,307.62,254.88,577,27.82
,,,"Otto Matic",54399080,"       (2023 UH7)",2460239.5,0.5815,1.756,11.62,98.24,336.58,850,7.75
,,,"Otto Matic",54399081,"       (2023 UJ7)",2460236.5,0.5465,2.389,308.62,39.59,8.53,1.35e+03,5.50
,,,"Otto Matic",54399082,"       (2023 UN7)",2460600.5,0.2972,1.417,32.64,326.28,226.40,616,24.12
,,,"Otto Matic",54399083,"       (2023 UO7)",2460600.5,0.5482,1.713,31.46,70.08,136.45,819,0.80
,,,"Otto Matic",54399084,"       (2023 UP7)",2460600.5,0.5657,2.665,264.82,246.89,60.11,1.59e+03,25.23
,,,"Otto Matic",54399085,"       (2023 UQ7)",2460239.5,0.5720,2.374,48.06,5.18,354.44,1.34e+03,4.54
,,,"Otto Matic",54399087,"       (2023 UR7)",2460600.5,0.4627,1.833,104.05,257.14,152.27,906,0.52
,,,"Otto Matic",54399088,"       (2023 US7)",2460600.5,0.3368,1.789,168.46,263.82,132.82,874,7.47
,,,"Otto Matic",54399089,"       (2023 UT7)",2460238.5,0.4054,2.168,284.11,66.35,15.13,1.17e+03,3.29
,,,"Otto Matic",54399090,"       (2023 US8)",2460600.5,0.4623,2.268,75.86,300.99,109.77,1.25e+03,6.44
,,,"Otto Matic",54399091,"       (2023 UT8)",2460240.5,0.4006,1.683,214.41,155.13,7.68,797,4.85
,,,"Otto Matic",54399487,"       (2023 UY8)",2460239.5,0.5951,2.405,211.50,144.32,7.30,1.36e+03,2.86
,,,"Otto Matic",54399488,"       (2023 UZ8)",2460240.5,0.2998,1.404,222.00,130.17,20.10,608,2.97
,,,"Otto Matic",54399489,"       (2023 UA9)",2460600.5,0.1301,1.109,237.08,242.41,228.41,426,4.49
,,,"Otto Matic",54399492,"       (2023 UH9)",2460600.5,0.3629,1.408,204.56,128.67,239.14,610,3.81
,,,"Otto Matic",54399491,"       (2023 UJ9)",2460238.5,0.5575,1.798,22.86,298.25,18.44,881,6.88
,,,"Otto Matic",54399992,"       (2023 UL9)",2460240.5,0.3724,1.17,27.42,266.20,53.86,462,15.88
,,,"Otto Matic",54399993,"       (2023 UM9)",2460600.5,0.2820,1.279,216.75,237.70,210.70,528,19.04
,,,"Otto Matic",54399995,"       (2023 UN9)",2460600.5,0.1731,0.9772,64.45,191.43,117.30,353,18.28
,,,"Otto Matic",54399994,"       (2023 UO9)",2460600.5,0.2102,0.8496,348.78,260.86,228.69,286,4.30
,,,"Otto Matic",54400050,"       (2023 US9)",2460600.5,0.3265,1.285,1.33,313.66,285.53,532,5.95
,,,"Otto Matic",54401953,"       (2023 UD10)",2460600.5,0.2045,1.344,77.77,320.59,221.13,569,3.88
,,,"Otto Matic",54401952,"       (2023 UE10)",2460234.5,0.4447,1.399,288.70,3.10,42.14,605,2.52
,,,"Otto Matic",54401954,"       (2023 UF10)",2460235.5,0.2301,1.485,244.55,108.67,14.79,661,6.31
,,,"Otto Matic",54401956,"       (2023 UG10)",2460600.5,0.3574,1.481,69.27,178.89,289.03,659,18.77
,,,"Otto Matic",54401957,"       (2023 UH10)",2460600.5,0.7410,2.447,36.34,97.25,74.06,1.4e+03,4.08
,,,"Otto Matic",54401959,"       (2023 UJ10)",2460600.5,0.2246,1.442,194.25,305.10,127.00,632,20.87
,,,"Otto Matic",54402003,"       (2023 UL10)",2460239.5,0.2972,1.247,214.31,89.45,50.95,508,17.76
,,,"Otto Matic",54402004,"       (2023 UM10)",2460239.5,0.4212,1.559,22.07,313.52,21.18,711,5.50
,,,"Otto Matic",54402005,"       (2023 UN10)",2460600.5,0.3903,1.441,14.48,317.15,229.49,632,2.65
,,,"Otto Matic",54402007,"       (2023 UQ10)",2460239.5,0.3445,1.438,29.53,318.58,19.45,630,4.49
,,,"Otto Matic",54402008,"       (2023 UR10)",2460238.5,0.3734,1.474,206.20,137.22,19.51,654,9.38
,,,"Otto Matic",54402009,"       (2023 US10)",2460235.5,0.4840,2.464,77.01,293.07,2.93,1.41e+03,11.04
,,,"Otto Matic",54402010,"       (2023 UT10)",2460600.5,0.5565,2.757,35.91,55.98,66.44,1.67e+03,10.03
,,,"Otto Matic",54402049,"       (2023 UU10)",2460600.5,0.8424,2.325,288.48,6.11,117.17,1.29e+03,13.12
,,,"Otto Matic",54402136,"       (2023 UC11)",2460600.5,0.6010,2.605,51.83,19.32,74.97,1.54e+03,26.82
,,,"Otto Matic",54402978,"       (2023 UH13)",2460240.5,0.3946,1.654,26.57,333.89,11.45,777,27.10
,,,"Otto Matic",54403396,"       (2023 UH14)",2460600.5,0.5051,2.366,277.93,208.82,61.63,1.33e+03,3.50
,,,"Otto Matic",54406289,"       (2023 UX27)",2460235.5,0.6448,2.828,160.99,186.45,6.83,1.74e+03,2.72
,,,"Otto Matic",54402051,"       (2023 VA)",2460600.5,0.4191,1.456,219.54,239.69,171.32,642,1.45
,,,"Otto Matic",54402069,"       (2023 VB)",2460255.5,0.6065,2.395,26.07,331.37,10.14,1.35e+03,8.80
,,,"Otto Matic",54402134,"       (2023 VC)",2460600.5,0.6054,2.424,70.56,4.32,83.90,1.38e+03,0.80
,,,"Otto Matic",54402135,"       (2023 VD)",2460600.5,0.2337,1.413,226.74,177.43,202.50,613,21.16
,,,"Otto Matic",54402137,"       (2023 VE)",2460600.5,0.5275,1.819,221.35,235.61,123.26,896,7.07
,,,"Otto Matic",54402138,"       (2023 VF)",2460600.5,0.4368,1.167,223.71,287.82,213.51,460,15.75
,,,"Otto Matic",54402139,"       (2023 VG)",2460600.5,0.2662,1.2,39.69,297.67,299.56,480,6.54
,,,"Otto Matic",54402140,"       (2023 VH)",2460600.5,0.1061,1.1,227.85,262.24,215.95,421,27.82
,,,"Otto Matic",54402142,"       (2023 VJ)",2460600.5,0.2374,1.153,39.58,73.23,229.34,452,29.45
,,,"Otto Matic",54402141,"       (2023 VK)",2460251.5,0.4227,1.565,220.35,126.54,20.97,715,17.80
,,,"Otto Matic",54402361,"       (2023 VL)",2460600.5,0.3949,1.511,16.74,324.64,210.04,678,6.30
,,,"Otto Matic",54402362,"       (2023 VM)",2460251.5,0.7374,2.496,348.85,322.37,13.35,1.44e+03,3.35
,,,"Otto Matic",54402363,"       (2023 VN)",2460600.5,0.5589,2.264,20.29,349.93,107.80,1.24e+03,2.72
,,,"Otto Matic",54402364,"       (2023 VO)",2460253.5,0.8079,2.77,349.31,310.54,10.96,1.68e+03,4.42
,,,"Otto Matic",54402365,"       (2023 VP)",2460256.5,0.5684,2.049,269.61,71.65,16.97,1.07e+03,2.42
,,,"Otto Matic",54402366,"       (2023 VQ)",2460252.5,0.5986,2.438,222.16,150.20,6.11,1.39e+03,12.05
,,,"Otto Matic",54402367,"       (2023 VR)",2460600.5,0.5030,1.678,227.83,235.97,137.14,794,2.09
,,,"Otto Matic",54402369,"       (2023 VS)",2460600.5,0.1192,0.9956,110.00,28.23,261.56,363,0.11
,,,"Otto Matic",54402368,"       (2023 VT)",2460600.5,0.3847,1.473,21.16,320.79,218.37,653,3.14
,,,"Otto Matic",54402370,"       (2023 VU)",2460600.5,0.3840,1.457,222.29,230.53,172.06,642,21.39
,,,"Otto Matic",54402371,"       (2023 VV)",2460600.5,0.2725,1.066,19.59,287.36,14.04,402,5.46
,,,"Otto Matic",54402372,"       (2023 VW)",2460600.5,0.2793,1.145,225.88,256.04,229.06,447,5.33
,,,"Otto Matic",54402373,"       (2023 VX)",2460252.5,0.6077,2.265,254.98,192.89,349.36,1.25e+03,4.77
,,,"Otto Matic",54402374,"       (2023 VY)",2460251.5,0.4848,1.812,16.01,332.66,16.55,891,4.47
,,,"Otto Matic",54402453,"       (2023 VZ)",2460255.5,0.6551,1.867,40.93,273.72,20.41,932,7.42
,,,"Otto Matic",54402454,"       (2023 VA1)",2460252.5,0.6396,2.246,176.81,157.65,13.60,1.23e+03,1.76
,,,"Otto Matic",54402455,"       (2023 VB1)",2460255.5,0.3593,1.563,33.55,328.50,19.17,714,6.50
,,,"Otto Matic",54402456,"       (2023 VC1)",2460600.5,0.1353,0.9083,217.11,23.46,189.53,316,5.51
,,,"Otto Matic",54402457,"       (2023 VD1)",2460600.5,0.4843,1.798,325.25,126.63,125.96,881,0.43
,,,"Otto Matic",54402458,"       (2023 VE1)",2460600.5,0.2054,1.233,220.89,157.47,265.24,500,4.17
,,,"Otto Matic",54402459,"       (2023 VF1)",2460600.5,0.8562,2.061,131.91,124.38,134.68,1.08e+03,5.09
,,,"Otto Matic",54402460,"       (2023 VG1)",2460253.5,0.5901,2.29,22.57,55.87,352.18,1.27e+03,0.71
,,,"Otto Matic",54402461,"       (2023 VH1)",2460600.5,0.2377,0.8652,37.22,212.63,196.72,294,30.88
,,,"Otto Matic",54402463,"       (2023 VJ1)",2460251.5,0.3354,1.567,33.68,352.20,6.24,717,13.39
,,,"Otto Matic",54402464,"       (2023 VK1)",2460600.5,0.5898,2.397,239.52,188.65,86.40,1.36e+03,6.25
,,,"Otto Matic",54402462,"       (2023 VL1)",2460253.5,0.2268,1.313,39.77,15.44,351.60,549,26.83
,,,"Otto Matic",54402465,"       (2023 VM1)",2460257.5,0.4795,1.719,241.56,221.39,339.08,824,2.29
,,,"Otto Matic",54402466,"       (2023 VN1)",2460252.5,0.2224,1.243,40.97,51.04,326.84,506,11.68
,,,"Otto Matic",54402467,"       (2023 VO1)",2460600.5,0.5157,1.348,41.63,269.94,252.55,571,4.76
,,,"Otto Matic",54402468,"       (2023 VP1)",2460251.5,0.3570,1.663,30.85,5.12,0.49,783,26.10
,,,"Otto Matic",54402469,"       (2023 VQ1)",2460254.5,0.5654,2.468,44.23,54.94,347.67,1.42e+03,28.77
,,,"Otto Matic",54402472,"       (2023 VR1)",2460600.5,0.3113,1.037,216.90,72.97,40.75,386,2.71
,,,"Otto Matic",54402471,"       (2023 VS1)",2460251.5,0.2371,1.328,36.94,352.94,5.41,559,29.58
,,,"Otto Matic",54402470,"       (2023 VT1)",2460253.5,0.4680,1.876,160.00,282.89,346.51,939,1.76
,,,"Otto Matic",54402473,"       (2023 VU1)",2460600.5,0.5258,2.529,130.91,303.18,76.80,1.47e+03,3.62
,,,"Otto Matic",54402636,"       (2023 VV1)",2460600.5,0.1947,1.197,51.06,34.55,231.31,478,0.30
,,,"Otto Matic",54402638,"       (2023 VW1)",2460600.5,0.4131,0.706,40.71,178.62,41.28,217,26.01
,,,"Otto Matic",54402637,"       (2023 VX1)",2460254.5,0.5478,1.437,42.60,266.45,32.89,629,19.92
,,,"Otto Matic",54402639,"       (2023 VY1)",2460600.5,0.4865,1.968,239.92,166.45,122.04,1.01e+03,2.43
,,,"Otto Matic",54402640,"       (2023 VZ1)",2460600.5,0.1474,1.17,44.48,347.29,278.13,462,2.08
,,,"Otto Matic",54402643,"       (2023 VB2)",2460600.5,0.6731,2.231,44.37,69.82,89.39,1.22e+03,6.83
,,,"Otto Matic",54402642,"       (2023 VC2)",2460600.5,0.2842,0.7819,310.36,273.86,310.23,253,0.54
,,,"Otto Matic",54402646,"       (2023 VD2)",2460600.5,0.4365,1.7,224.77,206.86,143.35,810,3.00
,,,"Otto Matic",54402645,"       (2023 VE2)",2460600.5,0.2967,1.355,45.76,313.21,240.28,576,4.77
,,,"Otto Matic",54402644,"       (2023 VF2)",2460253.5,0.5730,2.269,48.40,322.86,7.12,1.25e+03,3.11
,,,"Otto Matic",54402648,"       (2023 VH2)",2460600.5,0.2528,1.372,45.19,341.81,221.57,587,25.64
,,,"Otto Matic",54402649,"       (2023 VJ2)",2460254.5,0.3333,0.8014,40.12,166.71,207.33,262,12.31
,,,"Otto Matic",54402650,"       (2023 VK2)",2460600.5,0.0677,1.054,39.84,234.34,75.29,395,28.95
,,,"Otto Matic",54402651,"       (2023 VL2)",2460600.5,0.2187,1.124,47.12,70.38,234.67,436,2.36
,,,"Otto Matic",54402652,"       (2023 VM2)",2460600.5,0.3497,1.566,218.70,232.21,151.74,716,13.92
,,,"Otto Matic",54402653,"       (2023 VN2)",2460600.5,0.1500,1.062,37.76,275.49,22.70,400,9.15
,,,"Otto Matic",54402654,"       (2023 VO2)",2460253.5,0.3803,1.319,39.54,285.22,37.77,554,21.14
,,,"Otto Matic",54402970,"       (2023 VQ2)",2460252.5,0.5443,2.13,37.78,331.63,8.45,1.14e+03,4.47
,,,"Otto Matic",54402971,"       (2023 VR2)",2460600.5,0.6231,2.684,216.39,173.39,80.27,1.61e+03,3.63
,,,"Otto Matic",54402972,"       (2023 VS2)",2460254.5,0.2660,1.328,215.09,126.23,38.08,559,20.23
,,,"Otto Matic",54402974,"       (2023 VT2)",2460600.5,0.3241,1.405,222.33,135.78,227.25,608,23.78
,,,"Otto Matic",54402973,"       (2023 VU2)",2460600.5,0.4228,1.702,35.34,28.51,145.63,811,0.60
,,,"Otto Matic",54402976,"       (2023 VV2)",2460600.5,0.4640,1.903,220.40,178.55,130.02,959,7.37
,,,"Otto Matic",54402975,"       (2023 VW2)",2460254.5,0.5301,1.936,51.69,307.86,13.30,984,8.29
,,,"Otto Matic",54402977,"       (2023 VX2)",2460600.5,0.3651,1.626,211.06,227.99,147.32,757,3.42
,,,"Otto Matic",54402979,"       (2023 VY2)",2460254.5,0.2494,1.299,52.69,300.77,30.08,541,4.86
,,,"Otto Matic",54402980,"       (2023 VZ2)",2460600.5,0.1819,0.9424,224.85,301.41,268.39,334,19.89
,,,"Otto Matic",54402981,"       (2023 VA3)",2460600.5,0.2036,1.224,47.00,211.12,25.82,495,23.93
,,,"Otto Matic",54402982,"       (2023 VB3)",2460255.5,0.5932,2.117,51.49,294.61,13.98,1.12e+03,8.65
,,,"Otto Matic",54402983,"       (2023 VC3)",2460255.5,0.6055,1.763,203.31,115.75,23.02,855,1.73
